#dig label(dig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,d,d,d,,,,d,,,,,,d,,,,,,d,,,,,,d,,,,,,d,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d,,d,d,d,d,d
